text,target
Online shop URL:https://www.allaccessorybest.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 11 03:53:36 2023 GMT; Domain registration date:2023-05-15 03:35,fraudulent
Online shop URL:https://www.doktor-apotheke.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  4 16:55:14 2023 GMT; Domain registration date:2023-05-08 16:54,fraudulent
Online shop URL:https://www.ducq.com; Domain length:12; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:15; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 29 08:36:16 2023 GMT; Domain registration date:2005-12-25 10:42,legitimate
Online shop URL:https://tobeachsurf.com; Domain length:15; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:19; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 12 03:53:48 2023 GMT; Domain registration date:2023-05-16 03:37,fraudulent
Online shop URL:https://www.beautybuys.com; Domain length:18; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:21; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Nov 24 07:46:57 2023 GMT; Domain registration date:1998-12-18 00:00,legitimate
Online shop URL:https://outdoorliving.ie; Domain length:16; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:20; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Apr 16 23:59:59 2024 GMT; Domain registration date:2010-08-12 00:00,legitimate
Online shop URL:https://www.colorfulfootwear.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  8 06:04:51 2023 GMT; Domain registration date:2023-05-12 05:28,fraudulent
Online shop URL:https://www.limit-outdoor.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Nov  1 06:22:59 2023 GMT; Domain registration date:2023-08-03 06:47,fraudulent
Online shop URL:https://www.fdfashions.com; Domain length:18; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:21; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 15 13:16:37 2023 GMT; Domain registration date:2023-02-19 00:00,fraudulent
Online shop URL:https://aktionheizung.de; Domain length:16; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:20; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 20 23:15:45 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://www.carrollsirishgifts.com; Domain length:26; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:29; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Go Daddy Secure Certificate Authority - G2; SSL certificate expire date:Jun 22 09:54:59 2024 GMT; Domain registration date:1999-11-10 16:00,legitimate
Online shop URL:https://www.againfaster.com; Domain length:19; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep  5 04:24:48 2023 GMT; Domain registration date:2006-06-02 18:27,legitimate
Online shop URL:https://www.airtoolsefficient.com; Domain length:25; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:28; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  5 04:43:12 2023 GMT; Domain registration date:2023-07-07 00:00,fraudulent
Online shop URL:https://www.angelgeschaft-prada.com; Domain length:27; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:29; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:E1; SSL certificate expire date:Oct 19 12:03:18 2023 GMT; Domain registration date:2023-05-23 00:00,fraudulent
Online shop URL:https://www.shooos.cz; Domain length:13; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:16; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 17 08:15:12 2023 GMT; Domain registration date:2011-04-24 19:37,legitimate
Online shop URL:https://borpillshop.com; Domain length:15; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:19; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Nov 25 03:08:02 2023 GMT; Domain registration date:2019-12-20 09:44,fraudulent
Online shop URL:https://www.elcorteingles.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GeoTrust RSA CA 2018; SSL certificate expire date:Oct 18 23:59:59 2023 GMT; Domain registration date:1995-12-19 05:00,legitimate
Online shop URL:https://www.homewarefine.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  5 05:11:05 2023 GMT; Domain registration date:2023-07-07 06:04,fraudulent
Online shop URL:https://maxpotenz.de; Domain length:12; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:16; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Feb 18 23:59:59 2024 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://www.alfrescodurable.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:26; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep  6 11:35:35 2023 GMT; Domain registration date:2023-04-06 00:00,fraudulent
Online shop URL:https://www.castiron-clothing.com; Domain length:25; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  4 04:40:30 2023 GMT; Domain registration date:2003-04-04 08:31,legitimate
Online shop URL:https://www.elegance-decor.ro; Domain length:21; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:Sectigo RSA Domain Validation Secure Server CA; SSL certificate expire date:Jul 17 23:59:59 2024 GMT; Domain registration date:2011-04-16 00:00,legitimate
"Online shop URL:https://fivestarpharmacy.ie; Domain length:19; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:23; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:cPanel, Inc. Certification Authority; SSL certificate expire date:Nov 27 23:59:59 2023 GMT; Domain registration date:2020-03-25 00:00",legitimate
Online shop URL:https://www.lights.ie; Domain length:13; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:16; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:May 24 23:59:59 2024 GMT; Domain registration date:2009-03-02 00:00,legitimate
Online shop URL:https://www.blacksocks.com/en; Domain length:18; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Extended Validation Secure Server CA; SSL certificate expire date:Aug  9 23:59:59 2024 GMT; Domain registration date:1999-02-06 05:00,legitimate
Online shop URL:https://www.vibrantraiment.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct  6 06:47:32 2023 GMT; Domain registration date:2023-05-10 03:41,fraudulent
Online shop URL:https://www.accessorieslead.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:26; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Mar 18 23:59:59 2024 GMT; Domain registration date:2023-03-20 00:00,fraudulent
Online shop URL:https://www.boxinghobbybase.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:26; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 17 08:05:25 2023 GMT; Domain registration date:2023-07-19 00:00,fraudulent
Online shop URL:https://www.arboretum.ie; Domain length:16; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:19; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Amazon RSA 2048 M02; SSL certificate expire date:Jan 14 23:59:59 2024 GMT; Domain registration date:2001-08-09 00:00,legitimate
Online shop URL:https://www.one-chaincapital.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:26; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 30 07:49:05 2023 GMT; Domain registration date:2023-08-01 06:33,fraudulent
Online shop URL:https://www.murmann-verlag.de; Domain length:21; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Sep 22 08:43:57 2023 GMT; Domain registration date:Hidden,legitimate
"Online shop URL:https://www.bestemeds.com; Domain length:17; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:20; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:cPanel, Inc. Certification Authority; SSL certificate expire date:Oct  5 23:59:59 2023 GMT; Domain registration date:2023-01-21 23:45",fraudulent
Online shop URL:https://www.bedroom-haven.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  2 07:45:40 2023 GMT; Domain registration date:2023-07-04 00:00,fraudulent
Online shop URL:https://www.bringadharav.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 22 17:48:19 2023 GMT; Domain registration date:2022-10-14 06:19,fraudulent
Online shop URL:https://get-rc.to; Domain length:9; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:12; Number  of dots (.):1; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 21 08:29:58 2023 GMT; Domain registration date:nan,fraudulent
Online shop URL:https://www.jdsports.co.uk; Domain length:18; Top domain length:5; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:20; Number  of dots (.):3; Number  of hyphens (-):0; SSL certificate issuer:GeoTrust RSA CA 2018; SSL certificate expire date:Oct 27 23:59:59 2023 GMT; Domain registration date:1997-04-30 00:00,legitimate
Online shop URL:https://www.wardrobecheap.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  1 04:24:40 2023 GMT; Domain registration date:2023-07-03 05:02,fraudulent
Online shop URL:https://www.graveilux.de; Domain length:16; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:19; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 12 14:31:05 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://www.dorothyperkins.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Amazon RSA 2048 M02; SSL certificate expire date:Jul 31 23:59:59 2024 GMT; Domain registration date:1997-11-24 05:00,legitimate
Online shop URL:https://www.bauturaonline.ro; Domain length:20; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct  8 06:05:44 2023 GMT; Domain registration date:2012-10-04 00:00,legitimate
Online shop URL:https://lekarnaslo.com; Domain length:14; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:18; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 22 06:04:03 2023 GMT; Domain registration date:2022-05-05 10:30,fraudulent
Online shop URL:https://www.mccabespharmacy.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:26; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 25 12:35:30 2023 GMT; Domain registration date:1999-09-17 12:13,legitimate
Online shop URL:https://www.hobbiesbasketball.com; Domain length:25; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:28; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  5 04:45:05 2023 GMT; Domain registration date:2023-07-07 03:34,fraudulent
Online shop URL:https://herbatea-manufaktura.hu; Domain length:23; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:26; Number  of dots (.):1; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Aug 25 08:26:47 2023 GMT; Domain registration date:Hidden,legitimate
Online shop URL:https://hightimesweedshop.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:25; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 15 03:03:52 2023 GMT; Domain registration date:2021-03-21 10:27,fraudulent
Online shop URL:https://woolyorganic.com/en; Domain length:16; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:22; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep  4 06:05:53 2023 GMT; Domain registration date:2012-04-14 07:20,legitimate
Online shop URL:https://www.dsabunbadang.shop; Domain length:21; Top domain length:4; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 20 12:21:10 2023 GMT; Domain registration date:2022-11-25 00:33,fraudulent
Online shop URL:https://electo.shop; Domain length:11; Top domain length:4; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:15; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Domain Validation Secure Server CA; SSL certificate expire date:Apr 18 23:59:59 2024 GMT; Domain registration date:2022-09-07 16:34,fraudulent
Online shop URL:https://kubilas.lt; Domain length:10; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:14; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 24 20:12:30 2023 GMT; Domain registration date:2012-03-16 00:00,legitimate
Online shop URL:https://www.nextgensolar.co.za; Domain length:22; Top domain length:5; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):3; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 16 00:17:32 2023 GMT; Domain registration date:2019-11-11 00:00,fraudulent
Online shop URL:https://www.disneyrelate.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 11 04:32:17 2023 GMT; Domain registration date:2023-05-15 03:38,fraudulent
Online shop URL:https://www.cheap-tool.com; Domain length:18; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:20; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:E1; SSL certificate expire date:Sep 28 11:36:12 2023 GMT; Domain registration date:2022-09-02 08:07,fraudulent
"Online shop URL:https://www.ambience.pt; Domain length:15; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:18; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:cPanel, Inc. Certification Authority; SSL certificate expire date:Oct 29 23:59:59 2023 GMT; Domain registration date:2019-03-07",legitimate
Online shop URL:https://www.euvalentinogaravani.de; Domain length:26; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:29; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 14 09:14:07 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://www.demediz.com; Domain length:15; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:18; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Sectigo RSA Domain Validation Secure Server CA; SSL certificate expire date:Mar 14 23:59:59 2024 GMT; Domain registration date:2011-12-13 22:31,fraudulent
Online shop URL:https://www.hometoolhub.com; Domain length:19; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  3 05:27:21 2023 GMT; Domain registration date:2023-07-05 00:00,fraudulent
Online shop URL:https://www.danfitzgeralds.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:25; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Amazon RSA 2048 M02; SSL certificate expire date:Feb 29 23:59:59 2024 GMT; Domain registration date:2008-01-11 13:56,legitimate
Online shop URL:https://www.joe-nimble.com; Domain length:18; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:20; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:R3; SSL certificate expire date:Oct  8 11:29:19 2023 GMT; Domain registration date:2010-12-08 15:14,legitimate
Online shop URL:https://www.mallexercise.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 22 06:19:49 2023 GMT; Domain registration date:2023-05-26 02:51,fraudulent
Online shop URL:https://www.edelmetall-handel.de; Domain length:24; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:33; Number  of dots (.):3; Number  of hyphens (-):1; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:May 30 23:59:59 2024 GMT; Domain registration date:Hidden,legitimate
Online shop URL:https://mendebikes.de; Domain length:13; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:17; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  9 12:33:26 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://plastflaskershop.dk; Domain length:19; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:23; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct  6 01:08:33 2023 GMT; Domain registration date:2013-11-07 00:00,legitimate
Online shop URL:https://www.daunenjacken-shop.com; Domain length:25; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 20 11:54:40 2023 GMT; Domain registration date:2022-11-25 05:39,fraudulent
Online shop URL:https://www.lanade.de; Domain length:13; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:16; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 28 21:14:38 2023 GMT; Domain registration date:Hidden,legitimate
Online shop URL:https://brfprimepoultryexporter.com; Domain length:27; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:31; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 24 07:06:32 2023 GMT; Domain registration date:2023-03-28 07:56,fraudulent
Online shop URL:https://www.fensterstopper.eu; Domain length:21; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 22 05:35:32 2023 GMT; Domain registration date:Hidden,legitimate
Online shop URL:https://www.magicbodyfashion.net; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 20 21:41:24 2023 GMT; Domain registration date:2011-09-19 09:38,legitimate
Online shop URL:https://motorbike.lt; Domain length:12; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:16; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 24 12:07:32 2023 GMT; Domain registration date:2016-07-22 00:00,legitimate
Online shop URL:https://axfritz.shop; Domain length:12; Top domain length:4; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:16; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 25 22:46:20 2023 GMT; Domain registration date:nan,fraudulent
Online shop URL:https://www.gedanusa.com; Domain length:16; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:19; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 17 03:21:43 2023 GMT; Domain registration date:2022-06-27 01:55,fraudulent
Online shop URL:https://farmacijahrvatska24.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:2; Number  of letters:25; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 20 10:44:08 2023 GMT; Domain registration date:2022-05-13 09:21,fraudulent
Online shop URL:https://www.gamezonemart.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Sep 13 08:03:55 2023 GMT; Domain registration date:2023-06-15 08:45,fraudulent
Online shop URL:https://www.menbrandwear.com; Domain length:20; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:23; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Nov 11 03:02:41 2023 GMT; Domain registration date:2023-06-15 02:37,fraudulent
Online shop URL:https://www.footwearopt.com; Domain length:19; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:22; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 16 14:09:42 2023 GMT; Domain registration date:2023-04-20 00:00,fraudulent
Online shop URL:https://www.comfortablefeme.com; Domain length:23; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:26; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 11 07:25:55 2023 GMT; Domain registration date:2023-05-15 03:17,fraudulent
Online shop URL:https://www.newegg.com; Domain length:14; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:17; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:May 28 23:59:59 2024 GMT; Domain registration date:2000-02-01 19:24,legitimate
Online shop URL:https://www.bestsellerspants.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 27 08:13:42 2023 GMT; Domain registration date:2023-05-31 00:00,fraudulent
Online shop URL:https://www.accessoriestrade.com; Domain length:24; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:E1; SSL certificate expire date:Oct 19 14:35:25 2023 GMT; Domain registration date:2023-03-21 00:00,fraudulent
Online shop URL:https://www.topstoreoffer.com; Domain length:21; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct 16 09:39:02 2023 GMT; Domain registration date:2023-07-18 10:21,fraudulent
Online shop URL:https://pakkertrousers.com; Domain length:18; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:22; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 27 12:13:07 2023 GMT; Domain registration date:2020-08-26 10:05,legitimate
Online shop URL:https://www.dulcine.de; Domain length:14; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:17; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Oct 24 13:49:47 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://www.alfresco-offer.com; Domain length:22; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:24; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Sep 19 05:27:44 2023 GMT; Domain registration date:2023-06-21 05:53,fraudulent
Online shop URL:https://www.all-roundsurfsale.com; Domain length:25; Top domain length:3; Presence of prefix 'www' :yes; Number  of digits:0; Number  of letters:27; Number  of dots (.):2; Number  of hyphens (-):1; SSL certificate issuer:E1; SSL certificate expire date:Sep 30 06:49:25 2023 GMT; Domain registration date:2023-05-04 06:27,fraudulent
Online shop URL:https://www.generika4u.eu; Domain length:17; Top domain length:2; Presence of prefix 'www' :yes; Number  of digits:1; Number  of letters:19; Number  of dots (.):2; Number  of hyphens (-):0; SSL certificate issuer:GTS CA 1P5; SSL certificate expire date:Oct  8 05:34:06 2023 GMT; Domain registration date:Hidden,fraudulent
Online shop URL:https://guineys.ie; Domain length:10; Top domain length:2; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:14; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:Cloudflare Inc ECC CA-3; SSL certificate expire date:Mar 20 23:59:59 2024 GMT; Domain registration date:2014-02-03 00:00,legitimate
Online shop URL:https://extremehobby.com/en; Domain length:16; Top domain length:3; Presence of prefix 'www' :no; Number  of digits:0; Number  of letters:22; Number  of dots (.):1; Number  of hyphens (-):0; SSL certificate issuer:R3; SSL certificate expire date:Sep 23 21:12:37 2023 GMT; Domain registration date:2003-11-03 19:05,legitimate
